word,meaning
cʰə̄n karin,sieve
cʰə̄n karin, strain
cʰə̄n karin, separate
cʰə̄n karin, put through a sieve
cʰə̄nʸ,sieve
cʰə̄nʸ, strainer
cend,registration cards of fair price shops of the Government
cācι,a father's brother
cācι, a paternal uncle
cāh,a pit
cāh, a well
cāh gaʦun,to have one's life made a burden by another's abuse
caka dͻd,curdled from which the whey has been strained
cākʰ gaʦin,tearing to occur
cākʰ gaʦin, to be torn; to be split
cīⁿ cīⁿ karun,to utter repeatedly low sounds when crying
cīⁿ cīⁿ karun, to sob
cākar,a servant
cākar, a house servant
caklι,a group of villages’
camakʰ,glitter
camakʰ, brilliance
camakʰ, splendour
camār,a low caste leather-worker
camārgī,a habit of causing sorrow or trouble to others
camkun,to shine
camkun, beam
camkun, glow
camkun, glitter
camkun, sparkle
camkun, glisten
camι kʰamι,moving gracefully
camι kʰamι, hence
camι kʰamι, stately
camι kʰamι, pompous
cāⁿcarāray,crying aloud from pain
cāⁿcarāray, groaning
canḍāl,a man of a degraded tribe
canḍ,a woman of bad character
cīr,chit
cīr, a lottery ticket
cīr, a slip of paper
canḍι bāpār,habitual action of an unruly woman
canḍ,the sound made by a slap of the open hand on the shoulder or similar flat part of the body
candι gͻʦιr,the bag part of a pocket
canι,the chick-pea
canι, Cicer arietinum
cāpar,vain talking
cāⁿg,the cone of a fir-tree
canι cebīlι,eaten as dried grains
canι cebīlι, such as mixed peas
canι cebīlι, pulses
capʰ capʰ,the ugly sound made in greedily eating
caprῑs,a peon
caprῑs, orderly
caprῑs, messenger of a court
carci,discussion of some absent person's actions or affairs
carci, coming into fashion
carci, great appreciation
cebιr,a young woman
ceki,longing
ceki, desire
ceki, urgent wish
cāyi koš,tea-leaves which have been infused
cāyi koš, tea-leaves remains
ce,to drink
cēl,method
cēl, mode
cēl, manner; conduct
cēl, behaviour
cēl, character
cēlι,a pupil
cēlι, disciple
cēlι, follower
cʰaḍun,to release
cʰaḍun, let go
cʰaḍun, dismiss
cʰak,the spreading of anything usually collected in piles or heap
cʰak, e.g. dust or grain
cʰakārι,the act of scattering about in all directions
cʰal cʰōkʰ,the washing of a great number of articles at one time
cʰal cʰōkʰ, the act of washing
cʰalι,a plain ring of gold
cʰalι, silver
cʰalι, or other metal
cʰalι, worn on the finger
cʰamb,a ravine
cʰamb, precipitous cleft
cʰalι pʰol,quarrelling combined with mutual recriminations
cʰalι cʰāⁿgιr,improperly to scatter about in all directions
cʰalan grāy,& v. a slight
cʰalan grāy, hasty washing
cʰambι dulι gaʦun,to fall over a precipice; to die a sudden or untimely death
cʰāⁿcʰι pūt,a child's rattle
cʰanerʸ,emptiness
cʰāⁿp,a seal a stamp or impression made by a seal
cʰāⁿṭʰ,left to one side as unpleasing
cʰāⁿṭun,to pick
cʰāⁿṭun, pick out
cʰāⁿṭun, cull
cʰāⁿṭun, select
cʰānwāy,wages paid to a carpenter
cʰānι kīj,Kasmiri carpenters are constantly omitting a nail here or there in order that they may be recalled
cʰāⁿ pun,to print
cʰānι ṭʰas,the noise made by a carpenter when he hits hammer on something
cʰar,name of a certain disease like impetigo contagiosa; also used of carbuncles
cʰarāh,alone
cʰarāh, only
cʰatāⁿg,a certain weight
cʰatāⁿg, the sixteenth part of a seer
cʰapun,to be hidden
cʰapun, concealed
cʰānιwə̄n,wages paid for sifting flour
cʰaʦran,the act of making white
cʰaʦran, of whitening
cʰāwun,to embroider (cloth
cʰāwun, etc.)
cʰaʦar,whiteness
cʰaṭι,a flock led out for the season on to the hills for grazing
cʰal cʰal,washing frequently or continually
cʰāwun,partake of
cʰāwun, experience
cʰāwun, to enjoy
cʰāwun, make use of
cʰāwun, partake of
cʰāwun, experience
cʰǝkrun,to be scattered
cʰǝkrun, become separate from the other
cʰǝkιr,a kind of song sung by women to the accompaniment of a drum and other instruments
cʰepʰi lagun,to offer oneself as a sacrifice instead of or on behalf of any one
cʰelitʰ cʰūlitʰ,exactly
cʰelitʰ cʰūlitʰ, accurately
cʰepitʰ,secretly
cʰepitʰ, privately
cʰepʰi,a sacrificial offering
cʰelin wə̄nʸ,the dirty water left after washing anything particularly rice for cooking
cʰērι bardār,a wand-bearer
cʰērι bardār, the marshal who walks before people
cʰih,a slight accidental blow
cʰǝtri kul,an umbrella plane-tree
cʰik,a squirt
cʰik, a syringe
cʰir,the thin stream of milk issuing at one pull of the udder at the time of milking
cʰīh,a sneeze
cʰikι cʰikʰ,when two persons sprinkle each other or throw water on each other
cʰirkāv,sprinkling water on the ground
cʰǝtri bardār,an official whose duty it is to carry the state umbrella over a king's head
cʰirιgǝr bāy,a female seller of goat’s or sheep’s milk
cʰoⁿp,a kind of small churning-stick
cʰoⁿp, used for churning curdled milk
cakι dͻd,from which the liquid portion
cakι dͻd, or whey
cakι dͻd, has been strained
cʰirιgor,a seller of goat’s or sheep’s milk
cʰōnun,knocking down walnuts from a tree; siftings
cʰiṭʰ,cotton cloth stamped in colours
cʰiṭʰ, chintz; a chintz garment
cʰōr,sudden diarrhœa to occur
cʰōrι baṭenʸ,a shameless Brahmaṇ woman
cʰiṭʰgar,a chintz-maker
cʰu,being only used in the present tense and rarely in the imperative; it is participial in form
cʰu, being liable to change for gender
cʰuk,a squirt
cʰuk, a syringe
cʰūl,a waterfall
cʰūl, cascade
cʰūkιr,a good-looking full-grown girl
cʰιnιrun,to reduce below a certain fixed quantity
cʰιnιrun, to lessen
cʰͻkι pʰǝkīr,leading the life of a beggar
cʰͻmb,a method of threshing paddy
cʰͻk,rinsing out only with water
cʰə̄nil,the art or profession of a carpenter
cʰͻkιwun,the act of dipping into water
cicarāray,usually the low moaning of a number of starving people
cicarāray, especially children
cikʰ,a high-pitched cry
cikan,a particular embroidery type
cikan, embroidery work on silk flowers on muslin or other cloth
cīkʰ,a scream
cīkʰ, a screech
cikι din,a call or cry uttered in a high-pitched
cikιcāv,the effervescence of spirits in a young man making him self-confident and daring
cilim,the bowl of a huqqa which holds the tobacco and the fire
cīni,of or belonging to China
cillι,a period of forty days; the forty days of Lent during which Muslims remain at home or mosque and engaged in divine worship
ciriv ciriv,to make a twittering
cirīgoš,pleasure caused by vocal exercise
cīrbāl,the game of football
cobιrι mot,madly in love at first sight with some particular girl; lusting for a girl
cogilʸ,tale-bearing
cogilʸ, back-biting
cogilʸ, slandering
cogilʸ, slander
cōⁿkʰur,a group of four
cōk,an enclosure set apart for cooking or distributing food
cūri,a collection of creases in fine cloth
cūri, the like made by folding
cūri, sewing
cukāw,the settlement or fixing of a price between buyer and seller
cipι kə̄ni,dull-eyed
cipι kə̄ni, blear-eyed
cͻgι,a kind of cloak reaching to the feet like a dressing-gown
cͻkʰtι,roast meat kept over from dinner and suitable for the following midday meal
cʰͻmbun,to thresh grain
cukāwun,to fix or settle a price
dabāwun,threaten
dabāwun, endanger
dabāwun, pressure
dabāwun, terrorize
dabāwun, make threats
dacʰ,grape
dacʰi-bāg,vineyard
dacʰirə̄ⁿṭʰ,grape vine
dacʰgurun,bunch of grapes
dagā diyun,deceive
dagā diyun, mislead
dagā diyun, betray
dagā diyun, misinform
dagā diyun, cheat
dagā diyun, defraud
dagā diyun, delude
dag,pain
dag, ache
dag, intimate affection
dafā,repulse
dafā, reject
dafā, rebuff
dafā, ward off
dagābāz,traitor
dagābāz, conspirator
dagābāz, double agent
dagun,crush
dagun, squash
dagun, mash
dagun, press
dah,ten
dakʰιl,interference
dakʰιl, nosiness
dakʰιl, intrusion
dakʰιl, hindrance
dǝhyum,tenth
dakι dʸun,to push
dakur,hammer
dakι,jolt
dakι, jerk
dakι, shake
dakι, push
dalīl,proof
dalīl, facts
dalīl, evidence
dāg dār,shameful
dāg dār, appalling
dāg dār, disgusting
dam,breathe heavily
dam, wheeze
dam, pant
dam, puff
dam, gust
dalōm,round
dan,handle
damzǝdι,gasping
damzǝdι, out of breath
dapun,to tell
dapun, inform
dapun, let know
dapun, say to
dapun, put in the picture
darιdar,& v. bargain
darιdar, good deal
darιdar, good buy
darιdar, haggle
darιdar, barter
darιdar, negotiate
darji,degree
darji, rank
darji, position
darji, class
darji, condition
darji, quality
darmārtʰ,pension
darmārtʰ, retirement fund
daram,contributions
daram, aid
daram, offerings
daram, help
daram, donations
daram, charity
darkʰāst,appeal
darkʰāst, request
darkʰāst, petition
darm,religion
darm, faith
darm, belief
darm, religious conviction
darōgā jēl,jailor
darwāzι kʰōlun,to shut the door
darpōk,timid
darpōk, nervous
darpōk, fearful
darmiyenī,in between
darmiyenī, in the middle of
darmiyenī, among
darmiyenī, amid
darmiyāndār,agent
darmiyāndār, mediator
darmiyāndār, negotiator
darmiyāndār, representative
darwāzι,door
darwāzι dʸun,cose the door shut the door
darzi,tailor
dastιkʰat,signature
dastιkʰat, autograph
dastιkʰat, name
dazān dazān nerun,inflammatory
dazān dazān nerun, rabble-rousing
dazān dazān nerun, provocative
dazān dazān nerun, aggressive
dazān dazān nerun, rousing
dazān dazān nerun, incendiary
dastār,turban
dawa,medicine
daⁿd ṭakar aʦun,to shiver
daⁿd ṭakar aʦun, tremble
dāri,windows
dastι-kǝsyān,used as derogatory term which mean cholera
dastι-kǝsyān, belittling
daⁿd,teeth
daⁿdιr,brim
daⁿdιr, edge
daⁿdιr, rim
daⁿdιr, lip
daⁿdιr, top
daⁿdkʰilāl,tooth-pick
dāⁿdur,vegetable grocer
dāg,scar
dāg, blemish
dāg, scratch mark
dāg, disfigurement
dālcīn,cinnamon
dāgdār,dishonored
dāgdār, desecrated
dāgdār, corrupted
dāgdār, tarnished
dālι,pulses
dām,sip
dām, drink
dām, swallow
dāmān,skirt
dānι mǝʦʸ,mud used for maintenance of oven
dāg lagun,to stain
dāg lagun, spot
dāg lagun, mark
dāg lagun, disgrace
dāg lagun, defile
dān,hearth
dān, fireplace
dān, grate
dānι-kuṭʰ,kitchen
dānι-kuṭʰ, cooking range
dānι,pimple
dānι, acne
dāni,paddy
dār,gallows
dāv,wager
dāv, bet
dāv, gamble
dās,the lower timber of a doorway
dās, beam
dās, board
dās, edge rock shelf
dās, protrusion
dāwa karun,claim
dāwa karun, say
dāwa karun, declare
dāwa karun, profess
dāwa karun, maintain
dāwat,invitation
dāwā,to file case
dāwā, argument
dāwā, defense
dāy,midwife
dāⁿd wāyun,to plough field
dāⁿd,bull
dāniwal,coriander leaves
dāniwal, coriander seeds
dānι,grains
dāⁿdιloṭ,tail of yak
demāg,mind
demāg, intelligence
demāg, common sense
demāg, intellect
demāg, head
demāⁿgrusti,insensible
demāⁿgrusti, insensitive
demāⁿgrusti, indifferent
demāⁿgrusti, uncaring
demə̄gī gaʦun,delirium
demə̄gī gaʦun, hallucination
demə̄gī gaʦun, restlessness
demə̄gī gaʦun, confusion
demə̄gī gaʦun, frenzy
dēⁿṭʰun,girdle
daras,stack
daras, heap
daras, pile
dev,demon
dev, evil spirit
dev, fiend
dev, sprite
dev, mischievous sprite
devōlι,bankrupt
devōlι, out of order
devōlι, defunct
dewār,wall
dewār, partition
dewār, barrier
dewār, fence
dewān kʰān,palace
dewān kʰān, fortress
dewānι,mad
dewānι, foolish
dewānι, barmy
dewānι, nutty
dewι,possibly
dewι, probably
dewι, perhaps
dewι, maybe
dēg,big cooking pot
dēg, degchi
dildār,sweetheart
dildār, darling
digar,late afternoon
digar, sunset
digar, nightfall
digar, sundown
digar, twilight
digar, dusk
dil malūl,sad of heart
dil malūl, unhappy
dil malūl, heartrending
dilāsι dʸun,console
dilāsι dʸun, comfort
dilāsι dʸun, soothe
dilāsι dʸun, relieve
dil,heart
dilbadan,adored
dilbadan, favorite
dilbadan, darling
dilbadan, beloved
dilcespī,interest
dilcespī, attraction
dilcespī, attention
dilcespī, importance
dilkʰoš sapdun,rejoice
dilkʰoš sapdun, celebrate
dilkʰoš sapdun, be pleased about
dilkʰoš sapdun, cheer
dilkʰoš sapdun, be glad
dil-pasⁿd,delightful
dil-pasⁿd, pleasant
dil-pasⁿd, charming
dil-pasⁿd, lovely
dil-pasⁿd, wonderful
dilkʰoš,comfortable
dilkʰoš, happy
dilkʰoš, easy
dilkʰoš, calm
dilkʰoš, contented
dilkʰoš, at ease
dil-ō-jānι sιt,cordially
dil-ō-jānι sιt, warmly
dil-ō-jānι sιt, affectionately
dil-ō-jānι sιt, affably
dilehri,courage
dilehri, bravery
dilehri, guts
dilehri, daring
dilehri, audacity
diltang,distressed
diltang, upset
diltang, troubled
diltang, concerned
diltang, worried
diltang, unhappy
diltang, bothered
dil-uk jōš,emotion
dil-uk jōš, feeling
dil-uk jōš, sentiment
dil-uk jōš, passion
dinιwōl,one who give or make happen
divdōr,cedar
diyun,to give
diyun, offer
diyun, present
diyun, bestow
diyun, give
dīp,lamp
dǝbʸbāy,washerwoman
dīn,religion
dīn, faith
dīn, belief
dīn, religious conviction
dǝbrāwun,to bury
dǝbrāwun, put in the ground
dǝbrāwun, lay to rest
dam,second
dam, moment
dam, jiffy
dam, flash
dam, minute
dǝhribōj,fellow
dǝhribōj, partner
dǝcʰun,& n. right
dǝcʰun, south
dǝj,handkerchief
dǝj,corn-field
dǝkʰin,south
dǝrkι,leech
də̄n,pomegranate
dǝrkιgor,leech-man
dǝryāft gaʦun,discover
dǝryāft gaʦun, find out
dǝryāft gaʦun, learn
dǝryāft gaʦun, determine
dǝryāft gaʦun, notice
dǝryāft gaʦun, ascertain
dǝryāft karun,to inquire
dǝryāft karun, query
dǝryāft karun, make inquiries
dǝryāft karun, find out
dǝryāft karun, see if
dǝryāftι,detect
dǝryāftι, notice
dǝryāftι, discover
dǝryāftι, find out
dǝryāftι, find
dǝryāftι, reveal
dǝryāftι, expose
dǝryāftι, uncover
dǝsil bāy,mason’s wife
dǝryāv,river
dāsι,brim of door or like
dāsι, border
dāsι, frame
dǝsil,mason
dǝcʰi pʰol,grape
dāstān,tale
dāstān, story
dāstān, narative
dǝcʰi pōⁿpur,an insect making noise during autumn
dǝyum,second
dǝyum, next
dǝyum, succeeding
dazun,destroy by fire
dazun, burn up
dazun, burn down
dazun, be on fire
dazun, be ablaze
dazwun,burning
dazwun, flaming
dazwun, aflame
dazwun, ablaze
dazwun, on fire
dazwun, blazing
dazwun, fiery
dob,washerman
dog,punch
dog, blow
dog, hit
dog, thump
draⁿg,a tourist resort in Kashmir
dog lāyun,punch
dog lāyun, batter
dog lāyun, beat
dog lāyun, strike
dog lāyun, hit
dog lāyun, batter
dog lāyun, pummel
dohas,daytime
dohas, hours of daylight
doh lōsun,sunset
doh lōsun, sundown
doh lōsun, dusk
doh lōsun, the end of the day
doh-pat-doh,day after day
doh-pat-doh, regularly
doh-pat-doh, relentlessly
doh-pat-doh, day in day out
doh-pat-doh, continually
doh-pat-doh, constantly
doh,day
doh, date
doh, calendar day
doh, day of the week
dōlι,sideways
dōlι, lateral
dohay,always
dohay, at all times
dohay, constantly
dohay, permanently
dohay, continually
dohay, continuously
dohay, always
dohay, constantly
dohay, endlessly
dopahar,noon
dopahar, midday
dopahar, twelve noon
dopahar, noontime
dōst,friend
dōst, pal
dōst, buddy
dōst, companion
došwǝy,both
došwǝy, together
došwǝy, in cooperation
došwǝy, equally
došwǝy, mutually
došān,flowing
došān, sinuous
došān, fluid
došān, smooth
dor,durable
dor, tough
dor, sturdy
dor, strong
dor, robust
dor, long-lasting
dōstι banun,make friends with
dōstι banun, take care of
dōstι banun, look after
dōstι banun, help
doyšīt,eighty-two
doylaṭi,two times
doyšītihum,eighty-second
doytrιh,thirty-two
doypʰirι,twice
doypʰirι, two times
doykʰə̄r karun,to bless
doykʰə̄r karun, purify
doytə̄jih,forty-two
doytrιhιyum,thirty-second
dⁿkʰι lagun,deceived
dⁿkʰι lagun, mislead
dⁿkʰι lagun, betrayed
dⁿkʰι lagun, misinformed
dⁿkʰι lagun, cheated
dⁿkʰι lagun, defrauded
dⁿkʰι lagun, deluded
doytə̄jihιyum,forty-second
dōⁿkʰι diyun,defraud
dōⁿkʰι diyun, take advantage of
dōⁿkʰι diyun, deceive
dōⁿkʰι diyun, mislead
dōⁿkʰι diyun, cheat
dōd āsun,to suffer
doⁿkʰι,deceit
doⁿkʰι, deceitfulness
doⁿkʰι, deception
doⁿkʰι, cheating
doⁿkʰι, falseness
doⁿkʰι, fraud
dōd karun,sensation of pain
dōd,disease
dōd, illness
dōd, sickness
dōd, ailment
dōd, virus
dōd, infection
dōd, disorder
dōd, complaint
dōnunι,to card cotton
dōnunι, combing cotton with toothed instrument
dōr,running
dōdlad,ill
dōdlad, unwell
dōdlad, sick
dod,burnt
dod, be on fire
dod, blaze
dod, be ablaze
dod,
dōsdə̄rī,friendship
dōsdə̄rī, companionship
dōsdə̄rī, closeness
dōsdə̄rī, familiarity
dōranwōl,runner
dōranwōl, jogger
dōrnāwun,cause to run
dōrun,to run
dōrun, jog
dōrun, walk with good pace
dōzakʰ,hell
dɔd,milk
dāgun,to mark
dāgun, to brand
dāgun, to put a distinguishing mark on anything
dōⁿkʰιbāz,cunning
dōⁿkʰιbāz, underhanded
dōⁿkʰιbāz, tricky
dōⁿkʰιbāz, furtive
dɔdιrun,decay
dɔdιrun, decompose
dɔdιrun, rot
dɔdιrun, molder
dɔdιrun, perish
dɔdιrun, corrode
dɔdιrun, waste away
dɔdur,rotten
dɔdur, decayed
dɔdur, decomposed
dɔdšur,baby
dɔdšur, infant
dɔdšur, babe
dɔdšur, newborn
dɔdι baci,infant
dɔdι baci, newborn
dɔdι baci, child
dɔdιrāwun,rot
dɔdιrāwun, decompose
dɔdιrāwun, decay
dɔdιrāwun, perish
dɔykʰə̄r,lucky charm
dɔykʰə̄r, amulet
dɔykʰə̄r, mascot
dɔykʰə̄r, good blessings
dɔkʰ,affliction
dɔkʰ, suffering
dɔkʰ, misery
dɔkʰ, pain
dɔkʰ, hardship
dɔkʰιlad,sorrowful
dɔkʰιlad, heartrending
dɔkʰιlad, upsetting
dɔkʰιlad, distressing
dɔr,pearl
dɔkʰlǝdin,sorrowful
dɔkʰlǝdin, heartrending
dɔkʰlǝdin, upsetting
dɔkʰlǝdin, distressing
daram,a forester
dɔs,wall
dɔs, partition
dɔs, barrier
dɔs, fence
drog,high-priced
drog, expensive
drog, costly
drog, pricey
drojer,pricey
drojer, costly
drojer, expensive
drojer, valuable
draⁿgal,stage
draⁿgal, playhouse
draⁿgal, theater
drāg,famine
drāg, scarcity
drāg, food shortage
drāg, food crisis
drāg, deprivation
drāv,to exit
drāv, go out
drāv, go
drāv, leave
drōt,grass-cutter
drōt wāyun,to sickle
drōt wāyun, cut
dubārι,again
dubārι, all over again
dubārι, for a second
dubārι, yet again
dubārι, another time
dubārι, once more
drōⁿṭʰ,not easily to be broken
drɔkʰ,vomiting
drɔkʰ, nausea
drɔkʰ, queasiness
drιy,oath
drιy, swearword
dubrāyi,heart beating
duci,twin
duh,smoke
duh, smolder
duhul,daytime
duhul, daylight
duhul, daylight hours
duhə̄ṭʰ,sixty-two
duh watʰun,burn
duh watʰun, be on fire
duh watʰun, smolder
duh watʰun, smoke
duhə̄ṭʰʸum,sixty-second
dujān,pregnant
dujān, with child
dujān, expectant
dujān, expecting
dujān, heavy with child
dukāndār,shopkeeper
duk,notch
duk, nick
duk, cut mark
dukə̄rʸ,scissors
dumdām,ostentation
dumdām, showiness
dumdām, pretension
dum,tail
dum, back
dunammatʰ,ninety-two
dunamtιhʸum,ninety-second
duniyādār,wealthy
duniyādār, rich
duniyādār, well-off
duniyādār, affluent
duniyādār, prosperous
duniyādār, moneyed
dunun,brush off
dunun, flounce
dunun, remove
dunun, clear
dunun, brush away
dunyā,world
dunyā, globe
dunyā, planet
dunyā, humankind
dunyā, humanity
duri pʸeṭʰ wasun,dismount
duri pʸeṭʰ wasun, get down
duri pʸeṭʰ wasun, get off
dusι,gents shawl
dusattat,seventy-two
dusattιhum,seventy-second
dušman,enemy
dušman, rival
dušman, foe
dušman, rival
dušman, competitor
dušman, opponent
dušman, challenger
dušman, enemy
dušman, foe
dušmanī,enmity
dušmanī, hostility
dušmanī, antagonism
dušmanī, unfriendliness
dušmanī, conflict
dušmanī, argument
dušmanī, disagreement
dušmanī, disharmony
dušmanī, dispute
duwā,pray
duwā, wish
duwā, call upon
dob,nearly full
dob, not quite full
duwanzah,fifty-two
duwanzǝhʸum,fifty-second
duⁿgι,ferry
duⁿgι, small house-boat
dūdal,dandelion
dūnhatʰ,seventy-five
dūn,three-fourth
dūnι tre,two and three quarters
dūr andēš,prudent
dūr andēš, far-sighted
dūr andēš, wise
dūr andēš, practical
dūr andēš, sensible
dūr andēš, cautious
dūr andēši,prudence
dūr andēši, forethought
dūr andēši, cautiousness
dūr,distant
dūr, far-away
dūr, far-off
dūr, far
dūr, isolated
dūri,remote
dūri, distant
dūri, far-flung
dūri, far-off
dūri, apart
dūrer,separation
dūrer, partition
dūrer, disconnection
dūri pʸeṭʰ,at a distance
dūri pʸeṭʰ, not together
dūri pʸeṭʰ, away from each other
dūri pʸeṭʰ, spaced out
dūri pʸeṭʰ, distant
dusι pǝṭ,gents shawl
dʸānatdār,honest
dʸārιwōl,rich
dʸārιwōl, wealthy
dʸārιwōl, well-off
dʸār,riches
dʸār, treasures
dʸār, reserves
dʸār, money
dʸār, capital
dʸāwun,cause to give
dʸel,bark of tree
dʸel, rind of fruit
dʸel, peel
dʸel, skin
dʸel, outer layer
dιrιy hāwun,to swear
dιrιy hāwun, vow
dιrιy hāwun, promise
dιrιy hāwun, give your word
də̄d kot,good friends and relatives by the side in grievance
də̄n pōš,flowers of pomegranate
də̄dladin,sick
də̄dladin, ill
də̄dladin, not a hundred percent
də̄n-ras,pomegranate juice
də̄vrι,ring worn on the finger
də̄r,beard
də̄r,window
də̄r, windowpane
də̄yrι,circle
də̄yrι, ring
də̄yrι, round
də̄yrι, sphere
dab,slip
dab, fall
dab, lose your balance
dʸūr,a kind of glue used in paint
darmandι,helpless
darmandι, weak
darmandι, unaided dependent
dānι kuṭʰ,kitchen
divιsar,name of a lake
dabādab,very quickly
dabādab, speedily
dabang,drunk
dabang, insensible from consuming an intoxicating drug
dabāv,pressing down; force
dabāv, strength
dabāv, power; authority
dabāv, influence
dabāv, prestige
dabι dabι,power
dabιlad,damaged by a blow from a fall
dabιlǝdin,damaged by a blow from a fall
dacʰer,hard-heartedness
dād,law
dād, equity
dād, justice
dadārι,destruction of property
dadιrāwun,to make weak
dadιrāwun, to oppress
dadrāy,a violent and continuous storm of rain
dagith,to beat
dacʰin,a fee or present offered to an officiating priest or teacher
dahri bājēn,a member of a row of women met together for singing
dahri bōj,a member of a row met together for dome good or bad conduct
dahri dahri,in rows
dahri dahri, in lines
dāⁿdar kʰāh,a kitchen-garden
dāⁿdar kʰāh, also a name of a place in Srinagar
dāⁿdι brāṭʰ,one who is as stupid as an ox
dāⁿdιrenʸ,a woman who herself sits in the market and sells such articles
dāranwōl,owned
dāranwōl, loaner
dārangī,delay to occur in some work commenced
darayōmut,firm
darayōmut, strong
darayōmut, entirely recovered from illness
darayōmut, naughty
darāz,extended
darāz, stretched out
darāz, long
darāzι,a chest of drawers
dārel,long-bearded
darham,entangled
darham, distorted
darham barham gaʦun,to become confused or paralyzed with astonishment
darnι kaṭʰ,to maintain or keep a fast
darnι kaṭʰ, to fast
darkār,necessary
darkār, required
darkār, wanted
darmιc katʰ,a word of piety
darmιc katʰ, a truthful statement
darpēš,under consideration
darpēš, under trial
dārun,to owe (money)
dārun, to have on loan
daršan gah,a place where one interviews a superior
darun,to do some good practice for meditation
daršun,a visit of respect
daršun, or of adoration
darvēš,a dervish
darvēš, a religious mendicant
darʸuš,one who drives a hard bargain
darʸuš, closefisted
dārutʰ,a debt
dārutʰ, money
dārutʰ, etc.
dārutʰ, taken on loan
das wͻtʰun,to set about commencing a work which has been delayed
das,delay
das, hindrance
das, obstruction
dašā,the influence of a predominant planet on fortune of a person
dāš,strength
dāš, lastingness
dāš, durability
dāš, the property of not being easily worn out
daršan də̄r,a window where one stays for adoration
daši,the fringes of a cloth or garmenta
dǝbin,a washerman's club
dǝbin, used for beating the clothes he is washing
dǝbιritʰ tʰāwun,hurriedly to bury or hide in the ground
dǝcʰnʸuk,of or belonging to the south
dǝdūsι,excessive thirst
dēgul,a globular wide-mouthed earthen pot for cooking meat
dǝdιr,a certain coetaneous disease
dǝdιr, itch
dǝdιrilad,suffering from the disease of itch
dēgι batι,rice cooked in a cauldron
dǝrz,a fissure
dǝrz, cleft
dǝrz, crack
dǝrz, flaw
dig,a peck
dig, beak-bite
digal,a bird inclined to peck
digin,a continual flow
digran,around 5 o'clock
digras,in the late afternoon or thereabouts
digι dig,mutual pecking
digι dig, as in a cock-fight
dis,give to him
dohā dohā,daily
dohā dohā, every day
dōrandēš,far-sighted
dōrandēš, far-seeing
dōrandēš, keen
drāl,a broker
drāl, an agent
drāl, property dealer
drālǝz,the profession of broker
dramun,a kind of grass
dramun, Panicum dactylon or Cynodon dactylon
dran,low marshy ground near lakes
drangalι,a gang of people collected for a sudden robbery or the fuss
drangι bal,a frontier tollhouse
drangι bal, custom-house
drangι bal, passport office
drustis dohas,all day
drasι,pulling at a rope
drasι, a cloth
drasι, or a like
drās,name of a town and district in Baltistān
drustι dohas,all day long
drusι,entire
drusι, full
drēⁿṭʰun,to become suddenly invisible
drustι wait,all the way
drustι wait, during the whole journey
drūy,a woman's husband's brother
drιh,a frown
drͻkun,to run
drͻkun, play
dub dub,beating of the heart from fear or the like
drιhʸladin,a frowner(female)
drə̄ʦ dan,the handle of such a sickle
drῑlʸ,commission paid to a broker
drῑlʸ, brokerage
dubι,fallen upside down
drιhʸlad,a frowner(male)
dubιrāhrāy,a repeated knocking at a door
dudarι,stout and strong
dudastι,two-handed
dugāḍι,double-bladed mattock
dugan,twofold
dugan, double
dugōš,a disease of the eyes which apparently multiplies the object
dūradaršī,far-sighted
dūradaršī, far-seeing
dūradaršī, foreseeing
dʸed,an elderly lady
dʸed, such as a mother
dʸed, grandmother
dʸed, the chief wife in a household
dūjι,the blackboard used as a slate for writing in schools
duhǝtyum,two-hundredth
durǝngi,of two colours
dιdι pʰōrun,to speak slowly and in a whisper
dʸōn,a kind of small churning-stick
dʸōn, used for churning curdled milk
dιrkākni tōn,relationship between a younger brother's wife and an elder brother's wife
dιhǝn,the bad smell of milk
dιrkākinʸ,a term of address used between wives of two or more brothers
dͻbʸ drāv,come from the wash
dͻbʸ drāv, cleaned and returned by the washerman
dͻdι ambιr,a certain kind of apple with a milky taste
dιdι kaḍun,to whisper
dͻbιran,to bury
dͻbιran, to hide in the ground; to bury
dͻdι beni,a milk-sister
dͻdι beni, the daughter of a foster-mother
dͻdι beni, a foster-sister
dͻdur aʦun,to enter decayedness
dͻdι heḍur,a milk-mushroom
dͻdι heḍur, a small delicate species of mushroom
dͻdι wǝgrι,a thick kind of rice-milk
dͻdι lōṭι,a milk-darling; a good-looking well-mannered child
dͻdι ʦoḍ,a large earthenware vessel for milk
dͻgal batι,cooked rice with clotted lumps of rice in it
dͻdι wǝṭ,unripe Indian corn
dͻdι zel,the cream of clotted milk
dͻhlʸ gāši,daytime
dͻhlʸ gāši, the time from sunrise to sunset
dͻgway,wages paid for husking grain
durgatʰ,defeat
durgatʰ, poorness
də̄sī,a female servant
də̄sī, female devotee
dͻrlab,difficult to get
ehlikār,retinue
ehlikār, attendants
ehlikār, followers
fāydι,benefit
fāydι, advantage
fāydι, profit
fāydι, help
fajr,time of morning prayer in Muslims
fajr, daybreak
farhat,gladness
farhat, pleasure
farhat, happiness
fān gaʦun,obliterate
fān gaʦun, wipe out
fān gaʦun, destroy
fān gaʦun, eliminate
farēb,deceit
farēb, deceitfulness
farēb, deception
farēb, cheating
farēb, falseness
farēb, fraud
fāris,Persia
faⁿwārι,fountain
farmābardār,obedient
farmābardār, submissive
farmābardār, dutiful
farmābardār, subservient
fārsī,Persian language
